year,month,day,hour,minute,second,Ta,qa,Psfc,U,SW,PPT
2022,1,17,13,45,0,264.08500000000004,0.0018764000000000025,67703.2,1.9282885000000038,0.0,0.0
2022,1,17,14,0,0,264.06,0.0018691,67711.9,1.9166899,0.0,0.0
2022,1,17,14,15,0,264.03499999999997,0.0018617749999999974,67720.6,1.9054717499999962,0.0,0.0
2022,1,17,14,30,0,264.01,0.0018544500000000049,67729.29999999999,1.8942536000000076,0.0,0.0
2022,1,17,14,45,0,263.985,0.0018471250000000026,67738.0,1.8830354500000037,0.0,0.0
2022,1,17,15,0,0,263.96,0.0018398,67746.7,1.8718173,0.0,0.0
2022,1,17,15,15,0,264.43499999999966,0.0019482999999999259,67751.42499999999,1.6924478750001224,28.451999999980593,0.0
2022,1,17,15,30,0,264.90999999999997,0.0020568,67756.15,1.51307845,56.904,0.0
2022,1,17,15,45,0,265.38500000000033,0.002165300000000074,67760.875,1.3337090249998775,85.3560000000194,0.0
2022,1,17,16,0,0,265.86,0.0022738,67765.6,1.1543396,113.808,0.0
2022,1,17,16,15,0,266.33500000000015,0.002382850000000037,67770.27500000001,1.148354249999998,144.68475000001052,0.0
2022,1,17,16,30,0,266.81000000000034,0.0024919000000000746,67774.95000000001,1.1423688999999957,175.56150000002106,0.0
2022,1,17,16,45,0,267.28499999999985,0.0026009499999999626,67779.625,1.136383550000002,206.43824999998947,0.0
2022,1,17,17,0,0,267.76,0.00271,67784.3,1.1303982,237.315,0.0
2022,1,17,17,15,0,268.2350000000002,0.002819375000000037,67788.925,1.3033340500000588,264.8210000000094,0.0
2022,1,17,17,30,0,268.7099999999997,0.0029287499999999253,67793.55,1.476269899999882,292.32699999998124,0.0
2022,1,17,17,45,0,269.1849999999999,0.0030381249999999627,67798.175,1.649205749999941,319.83299999999065,0.0
2022,1,17,18,0,0,269.66,0.0031475,67802.8,1.8221416,347.339,0.0
2022,1,17,18,15,0,269.675,0.003168749999999986,67791.25000000001,1.7084852000000774,370.3609999999843,0.0
2022,1,17,18,30,0,269.69000000000005,0.00319,67779.70000000001,1.5948288,393.38300000000004,0.0
2022,1,17,18,45,0,269.70500000000004,0.003211250000000015,67768.15,1.4811723999999225,416.4050000000157,0.0
2022,1,17,19,0,0,269.72,0.0032325,67756.6,1.367516,439.427,0.0
2022,1,17,19,15,0,269.735,0.0032536750000000075,67745.175,1.2580294474999625,447.43750000000273,0.0
2022,1,17,19,30,0,269.75,0.003274850000000015,67733.75,1.1485428949999252,455.44800000000544,0.0
2022,1,17,19,45,0,269.765,0.003296024999999993,67722.32500000001,1.0390563425000372,463.4584999999973,0.0
2022,1,17,20,0,0,269.78,0.0033172,67710.9,0.92956979,471.469,0.0
2022,1,17,20,15,0,269.79499999999996,0.0033384750000000074,67699.325,0.8283737599999654,463.7457499999974,0.0
2022,1,17,20,30,0,269.80999999999995,0.0033597499999999856,67687.75,0.727177730000069,456.02250000000527,0.0
2022,1,17,20,45,0,269.825,0.003381024999999993,67676.175,0.6259817000000345,448.29925000000264,0.0
2022,1,17,21,0,0,269.84,0.0034023,67664.6,0.52478567,440.576,0.0
